[x[mm], Area[m], Velocity[m/s]],[Pressure[Pa], Temperature[K]]
14.756 1.87159e-05 135.721 250152 394.45
14.757 1.87141e-05 135.736 250147 394.448
14.758 1.87123e-05 135.75 250143 394.446
14.759 1.87105e-05 135.765 250139 394.444
14.76 1.87087e-05 135.78 250134 394.442
14.761 1.87069e-05 135.795 250130 394.44
14.762 1.87051e-05 135.809 250125 394.438
14.763 1.87033e-05 135.824 250121 394.436
14.764 1.87015e-05 135.839 250116 394.434
14.765 1.86997e-05 135.853 250112 394.432
14.766 1.8698e-05 135.868 250108 394.43
14.767 1.86962e-05 135.883 250103 394.428
14.768 1.86944e-05 135.898 250099 394.426
14.769 1.86926e-05 135.912 250094 394.425
14.77 1.86908e-05 135.927 250090 394.423
14.771 1.8689e-05 135.942 250086 394.421
14.772 1.86872e-05 135.957 250081 394.419
14.773 1.86854e-05 135.971 250077 394.417
14.774 1.86836e-05 135.986 250072 394.415
14.775 1.86819e-05 136.001 250068 394.413
14.776 1.86801e-05 136.015 250063 394.411
14.777 1.86783e-05 136.03 250059 394.409
14.778 1.86765e-05 136.045 250055 394.407
14.779 1.86747e-05 136.06 250050 394.405
14.78 1.86729e-05 136.074 250046 394.403
14.781 1.86711e-05 136.089 250041 394.401
14.782 1.86693e-05 136.104 250037 394.399
14.783 1.86676e-05 136.119 250032 394.397
14.784 1.86658e-05 136.133 250028 394.395
14.785 1.8664e-05 136.148 250024 394.393
14.786 1.86622e-05 136.163 250019 394.391
14.787 1.86604e-05 136.178 250015 394.389
14.788 1.86586e-05 136.192 250010 394.387
14.789 1.86568e-05 136.207 250006 394.385
14.79 1.86551e-05 136.222 250001 394.383
14.791 1.86533e-05 136.237 249997 394.381
14.792 1.86515e-05 136.252 249992 394.379
14.793 1.86497e-05 136.266 249988 394.377
14.794 1.86479e-05 136.281 249984 394.375
14.795 1.86461e-05 136.296 249979 394.373
14.796 1.86443e-05 136.311 249975 394.371
14.797 1.86426e-05 136.325 249970 394.369
14.798 1.86408e-05 136.34 249966 394.367
14.799 1.8639e-05 136.355 249961 394.365
14.8 1.86372e-05 136.37 249957 394.363
14.801 1.86354e-05 136.385 249952 394.361
14.802 1.86336e-05 136.399 249948 394.359
14.803 1.86319e-05 136.414 249944 394.357
14.804 1.86301e-05 136.429 249939 394.354
14.805 1.86283e-05 136.444 249935 394.352
14.806 1.86265e-05 136.458 249930 394.35
14.807 1.86247e-05 136.473 249926 394.348
14.808 1.86229e-05 136.488 249921 394.346
14.809 1.86212e-05 136.503 249917 394.344
14.81 1.86194e-05 136.518 249912 394.342
14.811 1.86176e-05 136.532 249908 394.34
14.812 1.86158e-05 136.547 249903 394.338
14.813 1.8614e-05 136.562 249899 394.336
14.814 1.86123e-05 136.577 249894 394.334
14.815 1.86105e-05 136.592 249890 394.332
14.816 1.86087e-05 136.606 249886 394.33
14.817 1.86069e-05 136.621 249881 394.328
14.818 1.86051e-05 136.636 249877 394.326
14.819 1.86034e-05 136.651 249872 394.324
14.82 1.86016e-05 136.666 249868 394.322
14.821 1.85998e-05 136.681 249863 394.32
14.822 1.8598e-05 136.695 249859 394.318
14.823 1.85962e-05 136.71 249854 394.316
14.824 1.85945e-05 136.725 249850 394.314
14.825 1.85927e-05 136.74 249845 394.312
14.826 1.85909e-05 136.755 249841 394.31
14.827 1.85891e-05 136.77 249836 394.308
14.828 1.85874e-05 136.784 249832 394.306
14.829 1.85856e-05 136.799 249827 394.304
14.83 1.85838e-05 136.814 249823 394.302
14.831 1.8582e-05 136.829 249818 394.3
14.832 1.85802e-05 136.844 249814 394.298
14.833 1.85785e-05 136.859 249809 394.296
14.834 1.85767e-05 136.873 249805 394.294
14.835 1.85749e-05 136.888 249801 394.292
14.836 1.85731e-05 136.903 249796 394.29
14.837 1.85714e-05 136.918 249792 394.288
14.838 1.85696e-05 136.933 249787 394.286
14.839 1.85678e-05 136.948 249783 394.284
14.84 1.8566e-05 136.962 249778 394.282
14.841 1.85643e-05 136.977 249774 394.28
14.842 1.85625e-05 136.992 249769 394.278
14.843 1.85607e-05 137.007 249765 394.276
14.844 1.85589e-05 137.022 249760 394.274
14.845 1.85572e-05 137.037 249756 394.272
14.846 1.85554e-05 137.052 249751 394.27
14.847 1.85536e-05 137.066 249747 394.268
14.848 1.85518e-05 137.081 249742 394.266
14.849 1.85501e-05 137.096 249738 394.264
14.85 1.85483e-05 137.111 249733 394.262
14.851 1.85465e-05 137.126 249729 394.26
14.852 1.85447e-05 137.141 249724 394.258
14.853 1.8543e-05 137.156 249720 394.256
14.854 1.85412e-05 137.171 249715 394.254
14.855 1.85394e-05 137.185 249711 394.251
14.856 1.85377e-05 137.2 249706 394.249
14.857 1.85359e-05 137.215 249702 394.247
14.858 1.85341e-05 137.23 249697 394.245
14.859 1.85323e-05 137.245 249693 394.243
14.86 1.85306e-05 137.26 249688 394.241
14.861 1.85288e-05 137.275 249684 394.239
14.862 1.8527e-05 137.29 249679 394.237
14.863 1.85253e-05 137.305 249675 394.235
14.864 1.85235e-05 137.319 249670 394.233
14.865 1.85217e-05 137.334 249666 394.231
14.866 1.85199e-05 137.349 249661 394.229
14.867 1.85182e-05 137.364 249657 394.227
14.868 1.85164e-05 137.379 249652 394.225
14.869 1.85146e-05 137.394 249647 394.223
14.87 1.85129e-05 137.409 249643 394.221
14.871 1.85111e-05 137.424 249638 394.219
14.872 1.85093e-05 137.439 249634 394.217
14.873 1.85076e-05 137.454 249629 394.215
14.874 1.85058e-05 137.468 249625 394.213
14.875 1.8504e-05 137.483 249620 394.211
14.876 1.85023e-05 137.498 249616 394.209
14.877 1.85005e-05 137.513 249611 394.207
14.878 1.84987e-05 137.528 249607 394.205
14.879 1.8497e-05 137.543 249602 394.203
14.88 1.84952e-05 137.558 249598 394.201
14.881 1.84934e-05 137.573 249593 394.199
14.882 1.84916e-05 137.588 249589 394.196
14.883 1.84899e-05 137.603 249584 394.194
14.884 1.84881e-05 137.618 249580 394.192
14.885 1.84863e-05 137.633 249575 394.19
14.886 1.84846e-05 137.648 249571 394.188
14.887 1.84828e-05 137.663 249566 394.186
14.888 1.84811e-05 137.677 249561 394.184
14.889 1.84793e-05 137.692 249557 394.182
14.89 1.84775e-05 137.707 249552 394.18
14.891 1.84758e-05 137.722 249548 394.178
14.892 1.8474e-05 137.737 249543 394.176
14.893 1.84722e-05 137.752 249539 394.174
14.894 1.84705e-05 137.767 249534 394.172
14.895 1.84687e-05 137.782 249530 394.17
14.896 1.84669e-05 137.797 249525 394.168
14.897 1.84652e-05 137.812 249521 394.166
14.898 1.84634e-05 137.827 249516 394.164
14.899 1.84616e-05 137.842 249512 394.162
14.9 1.84599e-05 137.857 249507 394.16
14.901 1.84581e-05 137.872 249502 394.158
14.902 1.84564e-05 137.887 249498 394.155
14.903 1.84546e-05 137.902 249493 394.153
14.904 1.84528e-05 137.917 249489 394.151
14.905 1.84511e-05 137.932 249484 394.149
14.906 1.84493e-05 137.947 249480 394.147
14.907 1.84475e-05 137.962 249475 394.145
14.908 1.84458e-05 137.977 249471 394.143
14.909 1.8444e-05 137.992 249466 394.141
14.91 1.84423e-05 138.007 249461 394.139
14.911 1.84405e-05 138.022 249457 394.137
14.912 1.84387e-05 138.037 249452 394.135
14.913 1.8437e-05 138.052 249448 394.133
14.914 1.84352e-05 138.066 249443 394.131
14.915 1.84335e-05 138.081 249439 394.129
14.916 1.84317e-05 138.096 249434 394.127
14.917 1.84299e-05 138.111 249430 394.125
14.918 1.84282e-05 138.126 249425 394.123
14.919 1.84264e-05 138.141 249420 394.121
14.92 1.84247e-05 138.156 249416 394.118
14.921 1.84229e-05 138.171 249411 394.116
14.922 1.84211e-05 138.186 249407 394.114
14.923 1.84194e-05 138.201 249402 394.112
14.924 1.84176e-05 138.216 249398 394.11
14.925 1.84159e-05 138.231 249393 394.108
14.926 1.84141e-05 138.246 249388 394.106
14.927 1.84123e-05 138.261 249384 394.104
14.928 1.84106e-05 138.276 249379 394.102
14.929 1.84088e-05 138.291 249375 394.1
14.93 1.84071e-05 138.307 249370 394.098
14.931 1.84053e-05 138.322 249366 394.096
14.932 1.84036e-05 138.337 249361 394.094
14.933 1.84018e-05 138.352 249356 394.092
14.934 1.84e-05 138.367 249352 394.09
14.935 1.83983e-05 138.382 249347 394.087
14.936 1.83965e-05 138.397 249343 394.085
14.937 1.83948e-05 138.412 249338 394.083
14.938 1.8393e-05 138.427 249333 394.081
14.939 1.83913e-05 138.442 249329 394.079
14.94 1.83895e-05 138.457 249324 394.077
14.941 1.83878e-05 138.472 249320 394.075
14.942 1.8386e-05 138.487 249315 394.073
14.943 1.83842e-05 138.502 249310 394.071
14.944 1.83825e-05 138.517 249306 394.069
14.945 1.83807e-05 138.532 249301 394.067
14.946 1.8379e-05 138.547 249297 394.065
14.947 1.83772e-05 138.562 249292 394.063
14.948 1.83755e-05 138.577 249288 394.061
14.949 1.83737e-05 138.592 249283 394.058
14.95 1.8372e-05 138.607 249278 394.056
14.951 1.83702e-05 138.622 249274 394.054
14.952 1.83685e-05 138.637 249269 394.052
14.953 1.83667e-05 138.652 249265 394.05
14.954 1.8365e-05 138.667 249260 394.048
14.955 1.83632e-05 138.682 249255 394.046
14.956 1.83615e-05 138.698 249251 394.044
14.957 1.83597e-05 138.713 249246 394.042
14.958 1.8358e-05 138.728 249242 394.04
14.959 1.83562e-05 138.743 249237 394.038
14.96 1.83544e-05 138.758 249232 394.036
14.961 1.83527e-05 138.773 249228 394.033
14.962 1.83509e-05 138.788 249223 394.031
14.963 1.83492e-05 138.803 249218 394.029
14.964 1.83474e-05 138.818 249214 394.027
14.965 1.83457e-05 138.833 249209 394.025
14.966 1.83439e-05 138.848 249205 394.023
14.967 1.83422e-05 138.863 249200 394.021
14.968 1.83404e-05 138.878 249195 394.019
14.969 1.83387e-05 138.893 249191 394.017
14.97 1.83369e-05 138.909 249186 394.015
14.971 1.83352e-05 138.924 249182 394.013
14.972 1.83334e-05 138.939 249177 394.011
14.973 1.83317e-05 138.954 249172 394.008
14.974 1.833e-05 138.969 249168 394.006
14.975 1.83282e-05 138.984 249163 394.004
14.976 1.83265e-05 138.999 249158 394.002
14.977 1.83247e-05 139.014 249154 394
14.978 1.8323e-05 139.029 249149 393.998
14.979 1.83212e-05 139.044 249145 393.996
14.98 1.83195e-05 139.06 249140 393.994
14.981 1.83177e-05 139.075 249135 393.992
14.982 1.8316e-05 139.09 249131 393.99
14.983 1.83142e-05 139.105 249126 393.988
14.984 1.83125e-05 139.12 249121 393.985
14.985 1.83107e-05 139.135 249117 393.983
14.986 1.8309e-05 139.15 249112 393.981
14.987 1.83072e-05 139.165 249108 393.979
14.988 1.83055e-05 139.18 249103 393.977
14.989 1.83037e-05 139.196 249098 393.975
14.99 1.8302e-05 139.211 249094 393.973
14.991 1.83003e-05 139.226 249089 393.971
14.992 1.82985e-05 139.241 249084 393.969
14.993 1.82968e-05 139.256 249080 393.967
14.994 1.8295e-05 139.271 249075 393.965
14.995 1.82933e-05 139.286 249070 393.962
14.996 1.82915e-05 139.301 249066 393.96
14.997 1.82898e-05 139.317 249061 393.958
14.998 1.8288e-05 139.332 249057 393.956
14.999 1.82863e-05 139.347 249052 393.954
15 1.82846e-05 139.362 249047 393.952
15.001 1.82828e-05 139.377 249043 393.95
15.002 1.82811e-05 139.392 249038 393.948
15.003 1.82793e-05 139.407 249033 393.946
15.004 1.82776e-05 139.423 249029 393.944
15.005 1.82758e-05 139.438 249024 393.941
15.006 1.82741e-05 139.453 249019 393.939
15.007 1.82724e-05 139.468 249015 393.937
15.008 1.82706e-05 139.483 249010 393.935
15.009 1.82689e-05 139.498 249005 393.933
15.01 1.82671e-05 139.514 249001 393.931
15.011 1.82654e-05 139.529 248996 393.929
15.012 1.82637e-05 139.544 248991 393.927
15.013 1.82619e-05 139.559 248987 393.925
15.014 1.82602e-05 139.574 248982 393.923
15.015 1.82584e-05 139.589 248977 393.92
15.016 1.82567e-05 139.605 248973 393.918
15.017 1.8255e-05 139.62 248968 393.916
15.018 1.82532e-05 139.635 248963 393.914
15.019 1.82515e-05 139.65 248959 393.912
15.02 1.82497e-05 139.665 248954 393.91
15.021 1.8248e-05 139.68 248949 393.908
15.022 1.82463e-05 139.696 248945 393.906
15.023 1.82445e-05 139.711 248940 393.904
15.024 1.82428e-05 139.726 248935 393.901
15.025 1.8241e-05 139.741 248931 393.899
15.026 1.82393e-05 139.756 248926 393.897
15.027 1.82376e-05 139.772 248921 393.895
15.028 1.82358e-05 139.787 248917 393.893
15.029 1.82341e-05 139.802 248912 393.891
15.03 1.82324e-05 139.817 248907 393.889
15.031 1.82306e-05 139.832 248903 393.887
15.032 1.82289e-05 139.847 248898 393.884
15.033 1.82271e-05 139.863 248893 393.882
15.034 1.82254e-05 139.878 248889 393.88
15.035 1.82237e-05 139.893 248884 393.878
15.036 1.82219e-05 139.908 248879 393.876
15.037 1.82202e-05 139.924 248875 393.874
15.038 1.82185e-05 139.939 248870 393.872
15.039 1.82167e-05 139.954 248865 393.87
15.04 1.8215e-05 139.969 248861 393.868
15.041 1.82133e-05 139.984 248856 393.865
15.042 1.82115e-05 140 248851 393.863
15.043 1.82098e-05 140.015 248846 393.861
15.044 1.82081e-05 140.03 248842 393.859
15.045 1.82063e-05 140.045 248837 393.857
15.046 1.82046e-05 140.06 248832 393.855
15.047 1.82028e-05 140.076 248828 393.853
15.048 1.82011e-05 140.091 248823 393.851
15.049 1.81994e-05 140.106 248818 393.848
15.05 1.81976e-05 140.121 248814 393.846
15.051 1.81959e-05 140.137 248809 393.844
15.052 1.81942e-05 140.152 248804 393.842
15.053 1.81925e-05 140.167 248800 393.84
15.054 1.81907e-05 140.182 248795 393.838
15.055 1.8189e-05 140.198 248790 393.836
15.056 1.81873e-05 140.213 248785 393.834
15.057 1.81855e-05 140.228 248781 393.831
15.058 1.81838e-05 140.243 248776 393.829
15.059 1.81821e-05 140.259 248771 393.827
15.06 1.81803e-05 140.274 248767 393.825
15.061 1.81786e-05 140.289 248762 393.823
15.062 1.81769e-05 140.304 248757 393.821
15.063 1.81751e-05 140.32 248752 393.819
15.064 1.81734e-05 140.335 248748 393.817
15.065 1.81717e-05 140.35 248743 393.814
15.066 1.81699e-05 140.365 248738 393.812
15.067 1.81682e-05 140.381 248734 393.81
15.068 1.81665e-05 140.396 248729 393.808
15.069 1.81648e-05 140.411 248724 393.806
15.07 1.8163e-05 140.426 248719 393.804
15.071 1.81613e-05 140.442 248715 393.802
15.072 1.81596e-05 140.457 248710 393.799
15.073 1.81578e-05 140.472 248705 393.797
15.074 1.81561e-05 140.488 248701 393.795
15.075 1.81544e-05 140.503 248696 393.793
15.076 1.81527e-05 140.518 248691 393.791
15.077 1.81509e-05 140.533 248686 393.789
15.078 1.81492e-05 140.549 248682 393.787
15.079 1.81475e-05 140.564 248677 393.785
15.08 1.81457e-05 140.579 248672 393.782
15.081 1.8144e-05 140.595 248667 393.78
15.082 1.81423e-05 140.61 248663 393.778
15.083 1.81406e-05 140.625 248658 393.776
15.084 1.81388e-05 140.64 248653 393.774
15.085 1.81371e-05 140.656 248649 393.772
15.086 1.81354e-05 140.671 248644 393.77
15.087 1.81337e-05 140.686 248639 393.767
15.088 1.81319e-05 140.702 248634 393.765
15.089 1.81302e-05 140.717 248630 393.763
15.09 1.81285e-05 140.732 248625 393.761
15.091 1.81268e-05 140.748 248620 393.759
15.092 1.8125e-05 140.763 248615 393.757
15.093 1.81233e-05 140.778 248611 393.755
15.094 1.81216e-05 140.793 248606 393.752
15.095 1.81199e-05 140.809 248601 393.75
15.096 1.81181e-05 140.824 248596 393.748
15.097 1.81164e-05 140.839 248592 393.746
15.098 1.81147e-05 140.855 248587 393.744
15.099 1.8113e-05 140.87 248582 393.742
15.1 1.81112e-05 140.885 248577 393.739
15.101 1.81095e-05 140.901 248573 393.737
15.102 1.81078e-05 140.916 248568 393.735
15.103 1.81061e-05 140.931 248563 393.733
15.104 1.81043e-05 140.947 248558 393.731
15.105 1.81026e-05 140.962 248554 393.729
15.106 1.81009e-05 140.977 248549 393.727
15.107 1.80992e-05 140.993 248544 393.724
15.108 1.80975e-05 141.008 248539 393.722
15.109 1.80957e-05 141.023 248535 393.72
15.11 1.8094e-05 141.039 248530 393.718
15.111 1.80923e-05 141.054 248525 393.716
15.112 1.80906e-05 141.069 248520 393.714
15.113 1.80888e-05 141.085 248516 393.712
15.114 1.80871e-05 141.1 248511 393.709
15.115 1.80854e-05 141.116 248506 393.707
15.116 1.80837e-05 141.131 248501 393.705
15.117 1.8082e-05 141.146 248497 393.703
15.118 1.80802e-05 141.162 248492 393.701
15.119 1.80785e-05 141.177 248487 393.699
15.12 1.80768e-05 141.192 248482 393.696
15.121 1.80751e-05 141.208 248478 393.694
15.122 1.80734e-05 141.223 248473 393.692
15.123 1.80717e-05 141.238 248468 393.69
15.124 1.80699e-05 141.254 248463 393.688
15.125 1.80682e-05 141.269 248458 393.686
15.126 1.80665e-05 141.285 248454 393.683
15.127 1.80648e-05 141.3 248449 393.681
15.128 1.80631e-05 141.315 248444 393.679
15.129 1.80613e-05 141.331 248439 393.677
15.13 1.80596e-05 141.346 248435 393.675
15.131 1.80579e-05 141.361 248430 393.673
15.132 1.80562e-05 141.377 248425 393.67
15.133 1.80545e-05 141.392 248420 393.668
15.134 1.80528e-05 141.408 248415 393.666
15.135 1.8051e-05 141.423 248411 393.664
15.136 1.80493e-05 141.438 248406 393.662
15.137 1.80476e-05 141.454 248401 393.66
15.138 1.80459e-05 141.469 248396 393.657
15.139 1.80442e-05 141.485 248391 393.655
15.14 1.80425e-05 141.5 248387 393.653
15.141 1.80407e-05 141.515 248382 393.651
15.142 1.8039e-05 141.531 248377 393.649
15.143 1.80373e-05 141.546 248372 393.647
15.144 1.80356e-05 141.562 248368 393.644
15.145 1.80339e-05 141.577 248363 393.642
15.146 1.80322e-05 141.592 248358 393.64
15.147 1.80305e-05 141.608 248353 393.638
15.148 1.80287e-05 141.623 248348 393.636
15.149 1.8027e-05 141.639 248344 393.634
15.15 1.80253e-05 141.654 248339 393.631
15.151 1.80236e-05 141.67 248334 393.629
15.152 1.80219e-05 141.685 248329 393.627
15.153 1.80202e-05 141.7 248324 393.625
15.154 1.80185e-05 141.716 248320 393.623
15.155 1.80167e-05 141.731 248315 393.621
15.156 1.8015e-05 141.747 248310 393.618
15.157 1.80133e-05 141.762 248305 393.616
15.158 1.80116e-05 141.778 248300 393.614
15.159 1.80099e-05 141.793 248295 393.612
15.16 1.80082e-05 141.808 248291 393.61
15.161 1.80065e-05 141.824 248286 393.607
15.162 1.80048e-05 141.839 248281 393.605
15.163 1.80031e-05 141.855 248276 393.603
15.164 1.80013e-05 141.87 248271 393.601
15.165 1.79996e-05 141.886 248267 393.599
15.166 1.79979e-05 141.901 248262 393.597
15.167 1.79962e-05 141.916 248257 393.594
15.168 1.79945e-05 141.932 248252 393.592
15.169 1.79928e-05 141.947 248247 393.59
15.17 1.79911e-05 141.963 248243 393.588
15.171 1.79894e-05 141.978 248238 393.586
15.172 1.79877e-05 141.994 248233 393.583
15.173 1.7986e-05 142.009 248228 393.581
15.174 1.79842e-05 142.025 248223 393.579
15.175 1.79825e-05 142.04 248218 393.577
15.176 1.79808e-05 142.056 248214 393.575
15.177 1.79791e-05 142.071 248209 393.573
15.178 1.79774e-05 142.087 248204 393.57
15.179 1.79757e-05 142.102 248199 393.568
15.18 1.7974e-05 142.118 248194 393.566
15.181 1.79723e-05 142.133 248189 393.564
15.182 1.79706e-05 142.148 248185 393.562
15.183 1.79689e-05 142.164 248180 393.559
15.184 1.79672e-05 142.179 248175 393.557
15.185 1.79655e-05 142.195 248170 393.555
15.186 1.79638e-05 142.21 248165 393.553
15.187 1.79621e-05 142.226 248160 393.551
15.188 1.79603e-05 142.241 248156 393.548
15.189 1.79586e-05 142.257 248151 393.546
15.19 1.79569e-05 142.272 248146 393.544
15.191 1.79552e-05 142.288 248141 393.542
15.192 1.79535e-05 142.303 248136 393.54
15.193 1.79518e-05 142.319 248131 393.537
15.194 1.79501e-05 142.334 248127 393.535
15.195 1.79484e-05 142.35 248122 393.533
15.196 1.79467e-05 142.365 248117 393.531
15.197 1.7945e-05 142.381 248112 393.529
15.198 1.79433e-05 142.396 248107 393.526
15.199 1.79416e-05 142.412 248102 393.524
15.2 1.79399e-05 142.427 248097 393.522
15.201 1.79382e-05 142.443 248093 393.52
15.202 1.79365e-05 142.458 248088 393.518
15.203 1.79348e-05 142.474 248083 393.515
15.204 1.79331e-05 142.49 248078 393.513
15.205 1.79314e-05 142.505 248073 393.511
15.206 1.79297e-05 142.521 248068 393.509
15.207 1.7928e-05 142.536 248063 393.507
15.208 1.79263e-05 142.552 248059 393.504
15.209 1.79246e-05 142.567 248054 393.502
15.21 1.79229e-05 142.583 248049 393.5
15.211 1.79212e-05 142.598 248044 393.498
15.212 1.79195e-05 142.614 248039 393.496
15.213 1.79178e-05 142.629 248034 393.493
15.214 1.79161e-05 142.645 248029 393.491
15.215 1.79144e-05 142.66 248025 393.489
15.216 1.79127e-05 142.676 248020 393.487
15.217 1.7911e-05 142.691 248015 393.485
15.218 1.79093e-05 142.707 248010 393.482
15.219 1.79076e-05 142.723 248005 393.48
15.22 1.79059e-05 142.738 248000 393.478
15.221 1.79042e-05 142.754 247995 393.476
15.222 1.79025e-05 142.769 247990 393.474
15.223 1.79008e-05 142.785 247986 393.471
15.224 1.78991e-05 142.8 247981 393.469
15.225 1.78974e-05 142.816 247976 393.467
15.226 1.78957e-05 142.831 247971 393.465
15.227 1.7894e-05 142.847 247966 393.463
15.228 1.78923e-05 142.863 247961 393.46
15.229 1.78906e-05 142.878 247956 393.458
15.23 1.78889e-05 142.894 247951 393.456
15.231 1.78872e-05 142.909 247946 393.454
15.232 1.78855e-05 142.925 247942 393.451
15.233 1.78838e-05 142.94 247937 393.449
15.234 1.78821e-05 142.956 247932 393.447
15.235 1.78804e-05 142.972 247927 393.445
15.236 1.78787e-05 142.987 247922 393.443
15.237 1.7877e-05 143.003 247917 393.44
15.238 1.78753e-05 143.018 247912 393.438
15.239 1.78736e-05 143.034 247907 393.436
15.24 1.78719e-05 143.05 247902 393.434
15.241 1.78702e-05 143.065 247898 393.432
15.242 1.78685e-05 143.081 247893 393.429
15.243 1.78668e-05 143.096 247888 393.427
15.244 1.78651e-05 143.112 247883 393.425
15.245 1.78634e-05 143.127 247878 393.423
15.246 1.78617e-05 143.143 247873 393.42
15.247 1.786e-05 143.159 247868 393.418
15.248 1.78583e-05 143.174 247863 393.416
15.249 1.78566e-05 143.19 247858 393.414
15.25 1.78549e-05 143.205 247853 393.411
15.251 1.78533e-05 143.221 247849 393.409
15.252 1.78516e-05 143.237 247844 393.407
15.253 1.78499e-05 143.252 247839 393.405
15.254 1.78482e-05 143.268 247834 393.403
15.255 1.78465e-05 143.284 247829 393.4
15.256 1.78448e-05 143.299 247824 393.398
15.257 1.78431e-05 143.315 247819 393.396
15.258 1.78414e-05 143.33 247814 393.394
15.259 1.78397e-05 143.346 247809 393.391
15.26 1.7838e-05 143.362 247804 393.389
15.261 1.78363e-05 143.377 247799 393.387
15.262 1.78346e-05 143.393 247795 393.385
15.263 1.78329e-05 143.409 247790 393.383
15.264 1.78313e-05 143.424 247785 393.38
15.265 1.78296e-05 143.44 247780 393.378
15.266 1.78279e-05 143.455 247775 393.376
15.267 1.78262e-05 143.471 247770 393.374
15.268 1.78245e-05 143.487 247765 393.371
15.269 1.78228e-05 143.502 247760 393.369
15.27 1.78211e-05 143.518 247755 393.367
15.271 1.78194e-05 143.534 247750 393.365
15.272 1.78177e-05 143.549 247745 393.362
15.273 1.7816e-05 143.565 247740 393.36
15.274 1.78144e-05 143.581 247735 393.358
15.275 1.78127e-05 143.596 247730 393.356
15.276 1.7811e-05 143.612 247726 393.353
15.277 1.78093e-05 143.628 247721 393.351
15.278 1.78076e-05 143.643 247716 393.349
15.279 1.78059e-05 143.659 247711 393.347
15.28 1.78042e-05 143.675 247706 393.345
15.281 1.78025e-05 143.69 247701 393.342
15.282 1.78008e-05 143.706 247696 393.34
15.283 1.77992e-05 143.722 247691 393.338
15.284 1.77975e-05 143.737 247686 393.336
15.285 1.77958e-05 143.753 247681 393.333
15.286 1.77941e-05 143.769 247676 393.331
15.287 1.77924e-05 143.784 247671 393.329
15.288 1.77907e-05 143.8 247666 393.327
15.289 1.7789e-05 143.816 247661 393.324
15.29 1.77873e-05 143.831 247656 393.322
15.291 1.77857e-05 143.847 247651 393.32
15.292 1.7784e-05 143.863 247646 393.318
15.293 1.77823e-05 143.878 247642 393.315
15.294 1.77806e-05 143.894 247637 393.313
15.295 1.77789e-05 143.91 247632 393.311
15.296 1.77772e-05 143.926 247627 393.309
15.297 1.77756e-05 143.941 247622 393.306
15.298 1.77739e-05 143.957 247617 393.304
15.299 1.77722e-05 143.973 247612 393.302
15.3 1.77705e-05 143.988 247607 393.3
15.301 1.77688e-05 144.004 247602 393.297
15.302 1.77671e-05 144.02 247597 393.295
15.303 1.77654e-05 144.035 247592 393.293
15.304 1.77638e-05 144.051 247587 393.291
15.305 1.77621e-05 144.067 247582 393.288
15.306 1.77604e-05 144.083 247577 393.286
15.307 1.77587e-05 144.098 247572 393.284
15.308 1.7757e-05 144.114 247567 393.282
15.309 1.77553e-05 144.13 247562 393.279
15.31 1.77537e-05 144.145 247557 393.277
15.311 1.7752e-05 144.161 247552 393.275
15.312 1.77503e-05 144.177 247547 393.273
15.313 1.77486e-05 144.193 247542 393.27
15.314 1.77469e-05 144.208 247537 393.268
15.315 1.77453e-05 144.224 247532 393.266
15.316 1.77436e-05 144.24 247527 393.264
15.317 1.77419e-05 144.256 247522 393.261
15.318 1.77402e-05 144.271 247517 393.259
15.319 1.77385e-05 144.287 247512 393.257
15.32 1.77369e-05 144.303 247507 393.255
15.321 1.77352e-05 144.319 247502 393.252
15.322 1.77335e-05 144.334 247497 393.25
15.323 1.77318e-05 144.35 247493 393.248
15.324 1.77301e-05 144.366 247488 393.245
15.325 1.77285e-05 144.382 247483 393.243
15.326 1.77268e-05 144.397 247478 393.241
15.327 1.77251e-05 144.413 247473 393.239
15.328 1.77234e-05 144.429 247468 393.236
15.329 1.77217e-05 144.445 247463 393.234
15.33 1.77201e-05 144.46 247458 393.232
15.331 1.77184e-05 144.476 247453 393.23
15.332 1.77167e-05 144.492 247448 393.227
15.333 1.7715e-05 144.508 247443 393.225
15.334 1.77133e-05 144.523 247438 393.223
15.335 1.77117e-05 144.539 247433 393.221
15.336 1.771e-05 144.555 247428 393.218
15.337 1.77083e-05 144.571 247423 393.216
15.338 1.77066e-05 144.586 247418 393.214
15.339 1.7705e-05 144.602 247413 393.211
15.34 1.77033e-05 144.618 247408 393.209
15.341 1.77016e-05 144.634 247403 393.207
15.342 1.76999e-05 144.65 247398 393.205
15.343 1.76983e-05 144.665 247393 393.202
15.344 1.76966e-05 144.681 247388 393.2
15.345 1.76949e-05 144.697 247383 393.198
15.346 1.76932e-05 144.713 247378 393.196
15.347 1.76916e-05 144.729 247373 393.193
15.348 1.76899e-05 144.744 247368 393.191
15.349 1.76882e-05 144.76 247363 393.189
15.35 1.76865e-05 144.776 247358 393.186
15.351 1.76849e-05 144.792 247353 393.184
15.352 1.76832e-05 144.808 247348 393.182
15.353 1.76815e-05 144.823 247343 393.18
15.354 1.76798e-05 144.839 247337 393.177
15.355 1.76782e-05 144.855 247332 393.175
15.356 1.76765e-05 144.871 247327 393.173
15.357 1.76748e-05 144.887 247322 393.17
15.358 1.76731e-05 144.902 247317 393.168
15.359 1.76715e-05 144.918 247312 393.166
15.36 1.76698e-05 144.934 247307 393.164
15.361 1.76681e-05 144.95 247302 393.161
15.362 1.76665e-05 144.966 247297 393.159
