[x[mm], Area[m], Velocity[m/s]],[Pressure[Pa], Temperature[K]]
14.27 1.96113e-05 128.594 252247 395.391
14.28 1.95924e-05 128.732 252207 395.374
14.29 1.95735e-05 128.871 252168 395.356
14.3 1.95546e-05 129.01 252128 395.338
14.31 1.95357e-05 129.149 252088 395.32
14.32 1.95169e-05 129.288 252048 395.302
14.33 1.94981e-05 129.427 252008 395.285
14.34 1.94793e-05 129.567 251968 395.267
14.35 1.94605e-05 129.706 251928 395.249
14.36 1.94418e-05 129.846 251888 395.23
14.37 1.9423e-05 129.986 251847 395.212
14.38 1.94043e-05 130.126 251807 395.194
14.39 1.93856e-05 130.266 251766 395.176
14.4 1.9367e-05 130.407 251726 395.158
14.41 1.93483e-05 130.547 251685 395.14
14.42 1.93297e-05 130.688 251644 395.121
14.43 1.93111e-05 130.829 251603 395.103
14.44 1.92925e-05 130.97 251563 395.085
14.45 1.92739e-05 131.112 251521 395.066
14.46 1.92554e-05 131.253 251480 395.048
14.47 1.92369e-05 131.395 251439 395.029
14.48 1.92184e-05 131.536 251398 395.011
14.49 1.91999e-05 131.678 251356 394.992
14.5 1.91814e-05 131.82 251315 394.974
14.51 1.9163e-05 131.963 251273 394.955
14.52 1.91446e-05 132.105 251232 394.936
14.53 1.91262e-05 132.248 251190 394.917
14.54 1.91078e-05 132.391 251148 394.899
14.55 1.90894e-05 132.534 251106 394.88
14.56 1.90711e-05 132.677 251064 394.861
14.57 1.90528e-05 132.82 251022 394.842
14.58 1.90345e-05 132.964 250980 394.823
14.59 1.90162e-05 133.107 250938 394.804
14.6 1.8998e-05 133.251 250895 394.785
14.61 1.89797e-05 133.395 250853 394.766
14.62 1.89615e-05 133.539 250810 394.747
14.63 1.89433e-05 133.684 250767 394.727
14.64 1.89252e-05 133.828 250725 394.708
14.65 1.8907e-05 133.973 250682 394.689
14.66 1.88889e-05 134.118 250639 394.67
14.67 1.88708e-05 134.263 250596 394.65
14.68 1.88527e-05 134.408 250553 394.631
14.69 1.88346e-05 134.553 250510 394.611
14.7 1.88166e-05 134.699 250466 394.592
14.71 1.87985e-05 134.844 250423 394.572
14.72 1.87805e-05 134.99 250379 394.553
14.73 1.87625e-05 135.136 250336 394.533
14.74 1.87446e-05 135.283 250292 394.514
14.75 1.87266e-05 135.429 250248 394.494
14.76 1.87087e-05 135.576 250204 394.474
14.77 1.86908e-05 135.722 250160 394.454
14.78 1.86729e-05 135.869 250116 394.434
14.79 1.86551e-05 136.017 250072 394.415
14.8 1.86372e-05 136.164 250028 394.395
14.81 1.86194e-05 136.311 249984 394.375
14.82 1.86016e-05 136.459 249939 394.355
14.83 1.85838e-05 136.607 249895 394.334
14.84 1.8566e-05 136.755 249850 394.314
14.85 1.85483e-05 136.903 249805 394.294
14.86 1.85306e-05 137.051 249761 394.274
14.87 1.85129e-05 137.2 249716 394.254
14.88 1.84952e-05 137.349 249671 394.233
14.89 1.84775e-05 137.497 249625 394.213
14.9 1.84599e-05 137.647 249580 394.193
14.91 1.84423e-05 137.796 249535 394.172
14.92 1.84247e-05 137.945 249490 394.152
14.93 1.84071e-05 138.095 249444 394.131
14.94 1.83895e-05 138.245 249398 394.111
14.95 1.8372e-05 138.395 249353 394.09
14.96 1.83544e-05 138.545 249307 394.069
14.97 1.83369e-05 138.695 249261 394.049
14.98 1.83195e-05 138.846 249215 394.028
14.99 1.8302e-05 138.996 249169 394.007
15 1.82846e-05 139.147 249123 393.986
15.01 1.82671e-05 139.298 249076 393.965
15.02 1.82497e-05 139.449 249030 393.944
15.03 1.82324e-05 139.601 248984 393.923
15.04 1.8215e-05 139.752 248937 393.902
15.05 1.81976e-05 139.904 248890 393.881
15.06 1.81803e-05 140.056 248843 393.86
15.07 1.8163e-05 140.208 248797 393.839
15.08 1.81457e-05 140.361 248750 393.817
15.09 1.81285e-05 140.513 248702 393.796
15.1 1.81112e-05 140.666 248655 393.775
15.11 1.8094e-05 140.819 248608 393.753
15.12 1.80768e-05 140.972 248561 393.732
15.13 1.80596e-05 141.125 248513 393.71
15.14 1.80425e-05 141.279 248465 393.689
15.15 1.80253e-05 141.432 248418 393.667
15.16 1.80082e-05 141.586 248370 393.645
15.17 1.79911e-05 141.74 248322 393.624
15.18 1.7974e-05 141.894 248274 393.602
15.19 1.79569e-05 142.049 248226 393.58
15.2 1.79399e-05 142.203 248178 393.558
15.21 1.79229e-05 142.358 248129 393.536
15.22 1.79059e-05 142.513 248081 393.515
15.23 1.78889e-05 142.668 248032 393.493
15.24 1.78719e-05 142.823 247984 393.47
15.25 1.78549e-05 142.979 247935 393.448
15.26 1.7838e-05 143.134 247886 393.426
15.27 1.78211e-05 143.29 247837 393.404
15.28 1.78042e-05 143.446 247788 393.382
15.29 1.77873e-05 143.603 247739 393.359
15.3 1.77705e-05 143.759 247689 393.337
15.31 1.77537e-05 143.916 247640 393.315
15.32 1.77369e-05 144.073 247591 393.292
15.33 1.77201e-05 144.23 247541 393.27
15.34 1.77033e-05 144.387 247491 393.247
15.35 1.76865e-05 144.544 247441 393.224
15.36 1.76698e-05 144.702 247391 393.202
15.37 1.76531e-05 144.86 247341 393.179
15.38 1.76364e-05 145.018 247291 393.156
15.39 1.76197e-05 145.176 247241 393.133
15.4 1.76031e-05 145.334 247191 393.111
15.41 1.75864e-05 145.493 247140 393.088
15.42 1.75698e-05 145.652 247090 393.065
15.43 1.75532e-05 145.81 247039 393.042
15.44 1.75366e-05 145.97 246988 393.019
15.45 1.75201e-05 146.129 246937 392.995
15.46 1.75035e-05 146.289 246886 392.972
15.47 1.7487e-05 146.448 246835 392.949
15.48 1.74705e-05 146.608 246784 392.926
15.49 1.7454e-05 146.768 246732 392.902
15.5 1.74375e-05 146.929 246681 392.879
15.51 1.74211e-05 147.089 246629 392.855
15.52 1.74047e-05 147.25 246578 392.832
15.53 1.73883e-05 147.411 246526 392.808
15.54 1.73719e-05 147.572 246474 392.785
15.55 1.73555e-05 147.733 246422 392.761
15.56 1.73391e-05 147.895 246370 392.737
15.57 1.73228e-05 148.056 246317 392.713
15.58 1.73065e-05 148.218 246265 392.689
15.59 1.72902e-05 148.381 246213 392.666
15.6 1.72739e-05 148.543 246160 392.642
15.61 1.72577e-05 148.705 246107 392.618
15.62 1.72414e-05 148.868 246054 392.593
15.63 1.72252e-05 149.031 246001 392.569
15.64 1.7209e-05 149.194 245948 392.545
15.65 1.71928e-05 149.357 245895 392.521
15.66 1.71767e-05 149.521 245842 392.497
15.67 1.71605e-05 149.685 245789 392.472
15.68 1.71444e-05 149.849 245735 392.448
15.69 1.71283e-05 150.013 245681 392.423
15.7 1.71122e-05 150.177 245628 392.399
15.71 1.70962e-05 150.342 245574 392.374
15.72 1.70801e-05 150.506 245520 392.35
15.73 1.70641e-05 150.671 245466 392.325
15.74 1.70481e-05 150.836 245411 392.3
15.75 1.70321e-05 151.002 245357 392.275
15.76 1.70161e-05 151.167 245303 392.25
15.77 1.70001e-05 151.333 245248 392.225
15.78 1.69842e-05 151.499 245193 392.2
15.79 1.69683e-05 151.665 245138 392.175
15.8 1.69524e-05 151.832 245083 392.15
15.81 1.69365e-05 151.998 245028 392.125
15.82 1.69206e-05 152.165 244973 392.1
15.83 1.69048e-05 152.332 244918 392.075
15.84 1.6889e-05 152.499 244862 392.049
15.85 1.68732e-05 152.667 244807 392.024
15.86 1.68574e-05 152.834 244751 391.998
15.87 1.68416e-05 153.002 244695 391.973
15.88 1.68259e-05 153.17 244640 391.947
15.89 1.68101e-05 153.339 244584 391.921
15.9 1.67944e-05 153.507 244527 391.896
15.91 1.67787e-05 153.676 244471 391.87
15.92 1.6763e-05 153.845 244415 391.844
15.93 1.67474e-05 154.014 244358 391.818
15.94 1.67318e-05 154.183 244301 391.792
15.95 1.67161e-05 154.353 244245 391.766
15.96 1.67005e-05 154.522 244188 391.74
15.97 1.66849e-05 154.692 244131 391.714
15.98 1.66694e-05 154.863 244074 391.688
15.99 1.66538e-05 155.033 244016 391.662
16 1.66383e-05 155.204 243959 391.635
16.01 1.66228e-05 155.374 243901 391.609
16.02 1.66073e-05 155.546 243844 391.582
16.03 1.65918e-05 155.717 243786 391.556
16.04 1.65764e-05 155.888 243728 391.529
16.05 1.65609e-05 156.06 243670 391.503
16.06 1.65455e-05 156.232 243612 391.476
16.07 1.65301e-05 156.404 243554 391.449
16.08 1.65147e-05 156.576 243495 391.422
16.09 1.64994e-05 156.749 243437 391.395
16.1 1.6484e-05 156.922 243378 391.369
16.11 1.64687e-05 157.095 243319 391.342
16.12 1.64534e-05 157.268 243260 391.314
16.13 1.64381e-05 157.441 243201 391.287
16.14 1.64228e-05 157.615 243142 391.26
16.15 1.64076e-05 157.789 243083 391.233
16.16 1.63923e-05 157.963 243023 391.205
16.17 1.63771e-05 158.137 242963 391.178
16.18 1.63619e-05 158.312 242904 391.151
16.19 1.63467e-05 158.487 242844 391.123
16.2 1.63315e-05 158.662 242784 391.095
16.21 1.63164e-05 158.837 242724 391.068
16.22 1.63013e-05 159.012 242664 391.04
16.23 1.62862e-05 159.188 242603 391.012
16.24 1.62711e-05 159.364 242543 390.984
16.25 1.6256e-05 159.54 242482 390.956
16.26 1.62409e-05 159.716 242421 390.928
16.27 1.62259e-05 159.893 242360 390.9
16.28 1.62109e-05 160.07 242299 390.872
16.29 1.61959e-05 160.247 242238 390.844
16.3 1.61809e-05 160.424 242177 390.816
16.31 1.61659e-05 160.602 242115 390.787
16.32 1.6151e-05 160.779 242054 390.759
16.33 1.6136e-05 160.957 241992 390.73
16.34 1.61211e-05 161.135 241930 390.702
16.35 1.61062e-05 161.314 241868 390.673
16.36 1.60913e-05 161.493 241806 390.645
16.37 1.60765e-05 161.671 241744 390.616
16.38 1.60616e-05 161.85 241681 390.587
16.39 1.60468e-05 162.03 241619 390.558
16.4 1.6032e-05 162.209 241556 390.529
16.41 1.60172e-05 162.389 241493 390.5
16.42 1.60024e-05 162.569 241430 390.471
16.43 1.59877e-05 162.749 241367 390.442
16.44 1.59729e-05 162.93 241304 390.413
16.45 1.59582e-05 163.111 241240 390.383
16.46 1.59435e-05 163.292 241177 390.354
16.47 1.59288e-05 163.473 241113 390.325
16.48 1.59142e-05 163.654 241049 390.295
16.49 1.58995e-05 163.836 240985 390.265
16.5 1.58849e-05 164.018 240921 390.236
16.51 1.58703e-05 164.2 240857 390.206
16.52 1.58557e-05 164.382 240793 390.176
16.53 1.58411e-05 164.565 240728 390.146
16.54 1.58265e-05 164.748 240664 390.116
16.55 1.5812e-05 164.931 240599 390.086
16.56 1.57975e-05 165.114 240534 390.056
16.57 1.57829e-05 165.298 240469 390.026
16.58 1.57685e-05 165.482 240403 389.996
16.59 1.5754e-05 165.666 240338 389.966
16.6 1.57395e-05 165.85 240272 389.935
16.61 1.57251e-05 166.035 240207 389.905
16.62 1.57107e-05 166.219 240141 389.874
16.63 1.56963e-05 166.404 240075 389.844
16.64 1.56819e-05 166.59 240009 389.813
16.65 1.56675e-05 166.775 239942 389.782
16.66 1.56531e-05 166.961 239876 389.751
16.67 1.56388e-05 167.147 239809 389.72
16.68 1.56245e-05 167.333 239743 389.689
16.69 1.56102e-05 167.52 239676 389.658
16.7 1.55959e-05 167.706 239609 389.627
16.71 1.55816e-05 167.893 239542 389.596
16.72 1.55674e-05 168.081 239474 389.565
16.73 1.55532e-05 168.268 239407 389.533
16.74 1.5539e-05 168.456 239339 389.502
16.75 1.55248e-05 168.644 239271 389.47
16.76 1.55106e-05 168.832 239204 389.439
16.77 1.54964e-05 169.021 239135 389.407
16.78 1.54823e-05 169.209 239067 389.375
16.79 1.54681e-05 169.398 238999 389.344
16.8 1.5454e-05 169.588 238930 389.312
16.81 1.54399e-05 169.777 238862 389.28
16.82 1.54259e-05 169.967 238793 389.248
16.83 1.54118e-05 170.157 238724 389.215
16.84 1.53978e-05 170.347 238655 389.183
16.85 1.53837e-05 170.538 238585 389.151
16.86 1.53697e-05 170.728 238516 389.118
16.87 1.53557e-05 170.919 238446 389.086
16.88 1.53417e-05 171.111 238376 389.053
16.89 1.53278e-05 171.302 238306 389.021
16.9 1.53139e-05 171.494 238236 388.988
16.91 1.52999e-05 171.686 238166 388.955
16.92 1.5286e-05 171.878 238096 388.923
16.93 1.52721e-05 172.071 238025 388.89
16.94 1.52583e-05 172.264 237954 388.857
16.95 1.52444e-05 172.457 237883 388.823
16.96 1.52306e-05 172.65 237812 388.79
16.97 1.52167e-05 172.844 237741 388.757
16.98 1.52029e-05 173.038 237670 388.724
16.99 1.51891e-05 173.232 237598 388.69
17 1.51754e-05 173.426 237526 388.657
17.01 1.51616e-05 173.621 237455 388.623
17.02 1.51479e-05 173.816 237382 388.589
17.03 1.51342e-05 174.011 237310 388.556
17.04 1.51205e-05 174.207 237238 388.522
17.05 1.51068e-05 174.402 237165 388.488
17.06 1.50931e-05 174.598 237093 388.454
17.07 1.50794e-05 174.795 237020 388.42
17.08 1.50658e-05 174.991 236947 388.385
17.09 1.50522e-05 175.188 236874 388.351
17.1 1.50386e-05 175.385 236800 388.317
17.11 1.5025e-05 175.583 236727 388.282
17.12 1.50114e-05 175.78 236653 388.248
17.13 1.49979e-05 175.978 236579 388.213
17.14 1.49843e-05 176.176 236505 388.178
17.15 1.49708e-05 176.375 236431 388.144
17.16 1.49573e-05 176.573 236357 388.109
17.17 1.49438e-05 176.773 236282 388.074
17.18 1.49303e-05 176.972 236207 388.039
17.19 1.49169e-05 177.171 236132 388.004
17.2 1.49035e-05 177.371 236057 387.968
17.21 1.489e-05 177.571 235982 387.933
17.22 1.48766e-05 177.772 235907 387.898
17.23 1.48632e-05 177.972 235831 387.862
17.24 1.48499e-05 178.173 235755 387.827
17.25 1.48365e-05 178.375 235680 387.791
17.26 1.48232e-05 178.576 235603 387.755
17.27 1.48098e-05 178.778 235527 387.719
17.28 1.47965e-05 178.98 235451 387.683
17.29 1.47833e-05 179.182 235374 387.647
17.3 1.477e-05 179.385 235297 387.611
17.31 1.47567e-05 179.588 235220 387.575
17.32 1.47435e-05 179.791 235143 387.539
17.33 1.47303e-05 179.995 235066 387.502
17.34 1.47171e-05 180.198 234988 387.466
17.35 1.47039e-05 180.402 234911 387.429
17.36 1.46907e-05 180.607 234833 387.392
17.37 1.46775e-05 180.811 234755 387.355
17.38 1.46644e-05 181.016 234677 387.319
17.39 1.46513e-05 181.222 234598 387.282
17.4 1.46381e-05 181.427 234520 387.245
17.41 1.46251e-05 181.633 234441 387.207
17.42 1.4612e-05 181.839 234362 387.17
17.43 1.45989e-05 182.045 234283 387.133
17.44 1.45859e-05 182.252 234203 387.095
17.45 1.45728e-05 182.459 234124 387.058
17.46 1.45598e-05 182.666 234044 387.02
17.47 1.45468e-05 182.874 233964 386.982
17.48 1.45339e-05 183.082 233884 386.945
17.49 1.45209e-05 183.29 233804 386.907
17.5 1.45079e-05 183.498 233724 386.869
17.51 1.4495e-05 183.707 233643 386.83
17.52 1.44821e-05 183.916 233562 386.792
17.53 1.44692e-05 184.126 233481 386.754
17.54 1.44563e-05 184.335 233400 386.715
17.55 1.44434e-05 184.545 233319 386.677
17.56 1.44306e-05 184.756 233237 386.638
17.57 1.44178e-05 184.966 233155 386.6
17.58 1.44049e-05 185.177 233073 386.561
17.59 1.43921e-05 185.388 232991 386.522
17.6 1.43794e-05 185.6 232909 386.483
17.61 1.43666e-05 185.812 232826 386.444
17.62 1.43538e-05 186.024 232744 386.404
17.63 1.43411e-05 186.236 232661 386.365
17.64 1.43284e-05 186.449 232578 386.326
17.65 1.43157e-05 186.662 232494 386.286
17.66 1.4303e-05 186.875 232411 386.247
17.67 1.42903e-05 187.089 232327 386.207
17.68 1.42776e-05 187.303 232243 386.167
17.69 1.4265e-05 187.517 232159 386.127
17.7 1.42524e-05 187.732 232075 386.087
17.71 1.42397e-05 187.947 231990 386.047
17.72 1.42271e-05 188.162 231906 386.006
17.73 1.42146e-05 188.378 231821 385.966
17.74 1.4202e-05 188.594 231736 385.926
17.75 1.41895e-05 188.81 231650 385.885
17.76 1.41769e-05 189.027 231565 385.844
17.77 1.41644e-05 189.243 231479 385.804
17.78 1.41519e-05 189.461 231393 385.763
17.79 1.41394e-05 189.678 231307 385.722
17.8 1.41269e-05 189.896 231221 385.68
17.81 1.41145e-05 190.114 231134 385.639
17.82 1.41021e-05 190.333 231048 385.598
17.83 1.40896e-05 190.552 230961 385.556
17.84 1.40772e-05 190.771 230874 385.515
17.85 1.40648e-05 190.99 230786 385.473
17.86 1.40525e-05 191.21 230699 385.431
17.87 1.40401e-05 191.43 230611 385.39
17.88 1.40277e-05 191.651 230523 385.347
17.89 1.40154e-05 191.871 230435 385.305
17.9 1.40031e-05 192.093 230346 385.263
17.91 1.39908e-05 192.314 230258 385.221
17.92 1.39785e-05 192.536 230169 385.178
17.93 1.39663e-05 192.758 230080 385.136
17.94 1.3954e-05 192.981 229991 385.093
17.95 1.39418e-05 193.203 229901 385.05
17.96 1.39296e-05 193.427 229812 385.007
17.97 1.39173e-05 193.65 229722 384.964
17.98 1.39052e-05 193.874 229632 384.921
17.99 1.3893e-05 194.098 229541 384.878
18 1.38808e-05 194.323 229451 384.835
18.01 1.38687e-05 194.548 229360 384.791
18.02 1.38566e-05 194.773 229269 384.747
18.03 1.38444e-05 194.999 229178 384.704
18.04 1.38323e-05 195.224 229086 384.66
18.05 1.38203e-05 195.451 228995 384.616
18.06 1.38082e-05 195.677 228903 384.572
18.07 1.37961e-05 195.904 228811 384.528
18.08 1.37841e-05 196.132 228718 384.483
18.09 1.37721e-05 196.36 228626 384.439
18.1 1.37601e-05 196.588 228533 384.394
18.11 1.37481e-05 196.816 228440 384.349
18.12 1.37361e-05 197.045 228347 384.305
18.13 1.37242e-05 197.274 228253 384.26
18.14 1.37122e-05 197.503 228160 384.215
18.15 1.37003e-05 197.733 228066 384.169
18.16 1.36884e-05 197.964 227972 384.124
18.17 1.36765e-05 198.194 227877 384.079
18.18 1.36646e-05 198.425 227783 384.033
18.19 1.36527e-05 198.657 227688 383.987
18.2 1.36409e-05 198.888 227593 383.942
18.21 1.3629e-05 199.12 227498 383.896
18.22 1.36172e-05 199.353 227402 383.85
18.23 1.36054e-05 199.586 227306 383.803
18.24 1.35936e-05 199.819 227210 383.757
18.25 1.35819e-05 200.052 227114 383.711
18.26 1.35701e-05 200.286 227018 383.664
18.27 1.35583e-05 200.521 226921 383.617
18.28 1.35466e-05 200.755 226824 383.571
18.29 1.35349e-05 200.99 226727 383.524
18.3 1.35232e-05 201.226 226629 383.476
18.31 1.35115e-05 201.462 226531 383.429
18.32 1.34998e-05 201.698 226434 383.382
18.33 1.34882e-05 201.935 226335 383.334
18.34 1.34765e-05 202.172 226237 383.287
18.35 1.34649e-05 202.409 226138 383.239
18.36 1.34533e-05 202.647 226039 383.191
18.37 1.34417e-05 202.885 225940 383.143
18.38 1.34301e-05 203.124 225841 383.095
18.39 1.34186e-05 203.363 225741 383.046
18.4 1.3407e-05 203.602 225641 382.998
18.41 1.33955e-05 203.842 225541 382.949
18.42 1.3384e-05 204.082 225441 382.901
18.43 1.33724e-05 204.322 225340 382.852
18.44 1.3361e-05 204.563 225239 382.803
18.45 1.33495e-05 204.805 225138 382.754
18.46 1.3338e-05 205.047 225036 382.704
18.47 1.33266e-05 205.289 224935 382.655
18.48 1.33151e-05 205.531 224833 382.605
18.49 1.33037e-05 205.774 224730 382.556
18.5 1.32923e-05 206.018 224628 382.506
18.51 1.32809e-05 206.261 224525 382.456
18.52 1.32696e-05 206.506 224422 382.406
18.53 1.32582e-05 206.75 224319 382.355
18.54 1.32469e-05 206.995 224215 382.305
18.55 1.32355e-05 207.241 224112 382.254
18.56 1.32242e-05 207.487 224008 382.204
18.57 1.32129e-05 207.733 223903 382.153
18.58 1.32016e-05 207.98 223799 382.102
18.59 1.31904e-05 208.227 223694 382.051
18.6 1.31791e-05 208.475 223589 381.999
18.61 1.31679e-05 208.723 223483 381.948
18.62 1.31566e-05 208.971 223378 381.896
18.63 1.31454e-05 209.22 223272 381.845
18.64 1.31342e-05 209.469 223165 381.793
18.65 1.31231e-05 209.719 223059 381.741
18.66 1.31119e-05 209.969 222952 381.688
18.67 1.31007e-05 210.22 222845 381.636
18.68 1.30896e-05 210.471 222738 381.583
18.69 1.30785e-05 210.722 222630 381.531
18.7 1.30674e-05 210.974 222522 381.478
18.71 1.30563e-05 211.227 222414 381.425
18.72 1.30452e-05 211.48 222305 381.372
18.73 1.30341e-05 211.733 222197 381.318
18.74 1.30231e-05 211.987 222088 381.265
18.75 1.3012e-05 212.241 221978 381.211
18.76 1.3001e-05 212.495 221869 381.157
18.77 1.299e-05 212.751 221759 381.104
18.78 1.2979e-05 213.006 221649 381.049
18.79 1.2968e-05 213.262 221538 380.995
18.8 1.29571e-05 213.519 221427 380.941
18.81 1.29461e-05 213.776 221316 380.886
18.82 1.29352e-05 214.033 221205 380.831
18.83 1.29243e-05 214.291 221093 380.776
18.84 1.29134e-05 214.549 220981 380.721
18.85 1.29025e-05 214.808 220869 380.666
18.86 1.28916e-05 215.067 220756 380.611
18.87 1.28807e-05 215.327 220644 380.555
18.88 1.28699e-05 215.588 220530 380.499
18.89 1.2859e-05 215.848 220417 380.443
18.9 1.28482e-05 216.11 220303 380.387
18.91 1.28374e-05 216.371 220189 380.331
18.92 1.28266e-05 216.633 220075 380.274
18.93 1.28159e-05 216.896 219960 380.218
18.94 1.28051e-05 217.159 219845 380.161
18.95 1.27943e-05 217.423 219730 380.104
18.96 1.27836e-05 217.687 219614 380.047
18.97 1.27729e-05 217.952 219498 379.989
18.98 1.27622e-05 218.217 219382 379.932
18.99 1.27515e-05 218.483 219265 379.874
19 1.27408e-05 218.749 219148 379.816
19.01 1.27301e-05 219.016 219031 379.758
19.02 1.27195e-05 219.283 218913 379.7
19.03 1.27089e-05 219.551 218795 379.641
19.04 1.26982e-05 219.819 218677 379.583
19.05 1.26876e-05 220.088 218559 379.524
19.06 1.2677e-05 220.357 218440 379.465
19.07 1.26665e-05 220.627 218321 379.406
19.08 1.26559e-05 220.897 218201 379.347
19.09 1.26453e-05 221.168 218081 379.287
19.1 1.26348e-05 221.439 217961 379.227
19.11 1.26243e-05 221.711 217841 379.167
19.12 1.26138e-05 221.983 217720 379.107
19.13 1.26033e-05 222.256 217598 379.047
19.14 1.25928e-05 222.53 217477 378.986
19.15 1.25823e-05 222.804 217355 378.926
19.16 1.25719e-05 223.079 217233 378.865
19.17 1.25614e-05 223.354 217110 378.804
19.18 1.2551e-05 223.63 216987 378.742
19.19 1.25406e-05 223.906 216864 378.681
19.2 1.25302e-05 224.183 216740 378.619
19.21 1.25198e-05 224.46 216616 378.557
19.22 1.25095e-05 224.738 216492 378.495
19.23 1.24991e-05 225.016 216367 378.433
19.24 1.24888e-05 225.296 216242 378.37
19.25 1.24784e-05 225.575 216117 378.308
19.26 1.24681e-05 225.855 215991 378.245
19.27 1.24578e-05 226.136 215865 378.182
19.28 1.24475e-05 226.418 215738 378.118
19.29 1.24373e-05 226.7 215612 378.055
19.3 1.2427e-05 226.982 215484 377.991
19.31 1.24168e-05 227.265 215357 377.927
19.32 1.24065e-05 227.549 215229 377.863
19.33 1.23963e-05 227.833 215100 377.798
19.34 1.23861e-05 228.118 214972 377.734
19.35 1.23759e-05 228.404 214843 377.669
19.36 1.23657e-05 228.69 214713 377.604
19.37 1.23556e-05 228.977 214583 377.539
19.38 1.23454e-05 229.264 214453 377.473
19.39 1.23353e-05 229.552 214322 377.408
19.4 1.23252e-05 229.841 214191 377.342
19.41 1.23151e-05 230.13 214060 377.275
19.42 1.2305e-05 230.42 213928 377.209
19.43 1.22949e-05 230.71 213796 377.142
19.44 1.22848e-05 231.001 213663 377.076
19.45 1.22748e-05 231.293 213530 377.008
19.46 1.22647e-05 231.586 213397 376.941
19.47 1.22547e-05 231.879 213263 376.874
19.48 1.22447e-05 232.172 213129 376.806
19.49 1.22347e-05 232.467 212994 376.738
19.5 1.22247e-05 232.762 212859 376.67
19.51 1.22147e-05 233.057 212724 376.601
19.52 1.22048e-05 233.354 212588 376.532
19.53 1.21948e-05 233.651 212451 376.463
19.54 1.21849e-05 233.948 212315 376.394
19.55 1.2175e-05 234.247 212178 376.325
19.56 1.21651e-05 234.546 212040 376.255
19.57 1.21552e-05 234.845 211902 376.185
19.58 1.21453e-05 235.146 211764 376.115
19.59 1.21355e-05 235.447 211625 376.044
19.6 1.21256e-05 235.749 211486 375.974
19.61 1.21158e-05 236.051 211346 375.903
19.62 1.2106e-05 236.354 211206 375.831
19.63 1.20962e-05 236.658 211065 375.76
19.64 1.20864e-05 236.963 210924 375.688
19.65 1.20766e-05 237.268 210783 375.616
19.66 1.20668e-05 237.574 210641 375.544
19.67 1.20571e-05 237.881 210498 375.471
19.68 1.20473e-05 238.189 210356 375.398
19.69 1.20376e-05 238.497 210212 375.325
19.7 1.20279e-05 238.806 210069 375.252
19.71 1.20182e-05 239.116 209924 375.178
19.72 1.20085e-05 239.426 209780 375.104
19.73 1.19988e-05 239.737 209634 375.03
19.74 1.19891e-05 240.049 209489 374.956
19.75 1.19795e-05 240.362 209343 374.881
19.76 1.19699e-05 240.676 209196 374.806
19.77 1.19602e-05 240.99 209049 374.731
19.78 1.19506e-05 241.305 208902 374.655
19.79 1.1941e-05 241.621 208753 374.579
19.8 1.19315e-05 241.938 208605 374.503
19.81 1.19219e-05 242.255 208456 374.427
19.82 1.19123e-05 242.574 208306 374.35
19.83 1.19028e-05 242.893 208156 374.273
19.84 1.18933e-05 243.213 208006 374.196
19.85 1.18837e-05 243.534 207855 374.118
19.86 1.18742e-05 243.855 207703 374.04
19.87 1.18647e-05 244.178 207551 373.962
19.88 1.18553e-05 244.501 207399 373.883
19.89 1.18458e-05 244.825 207246 373.804
19.9 1.18364e-05 245.15 207092 373.725
19.91 1.18269e-05 245.476 206938 373.646
19.92 1.18175e-05 245.803 206783 373.566
19.93 1.18081e-05 246.13 206628 373.486
19.94 1.17987e-05 246.459 206472 373.405
19.95 1.17893e-05 246.788 206316 373.324
19.96 1.17799e-05 247.118 206159 373.243
19.97 1.17706e-05 247.449 206001 373.162
19.98 1.17612e-05 247.781 205843 373.08
19.99 1.17519e-05 248.114 205685 372.998
20 1.17426e-05 248.448 205526 372.915
20.01 1.17333e-05 248.783 205366 372.833
20.02 1.1724e-05 249.119 205206 372.749
20.03 1.17147e-05 249.455 205045 372.666
20.04 1.17054e-05 249.793 204884 372.582
20.05 1.16962e-05 250.132 204722 372.498
20.06 1.16869e-05 250.471 204559 372.413
20.07 1.16777e-05 250.812 204396 372.329
20.08 1.16685e-05 251.153 204232 372.243
20.09 1.16593e-05 251.496 204068 372.158
20.1 1.16501e-05 251.839 203903 372.072
20.11 1.16409e-05 252.184 203737 371.985
20.12 1.16318e-05 252.529 203571 371.899
20.13 1.16226e-05 252.876 203404 371.812
20.14 1.16135e-05 253.223 203237 371.724
20.15 1.16043e-05 253.572 203069 371.636
20.16 1.15952e-05 253.922 202900 371.548
20.17 1.15861e-05 254.272 202731 371.459
20.18 1.1577e-05 254.624 202561 371.37
20.19 1.1568e-05 254.977 202390 371.281
20.2 1.15589e-05 255.331 202219 371.191
20.21 1.15499e-05 255.686 202047 371.101
20.22 1.15408e-05 256.042 201874 371.01
20.23 1.15318e-05 256.4 201701 370.919
20.24 1.15228e-05 256.758 201527 370.828
20.25 1.15138e-05 257.117 201352 370.736
20.26 1.15048e-05 257.478 201177 370.643
20.27 1.14958e-05 257.84 201000 370.551
20.28 1.14869e-05 258.203 200824 370.458
20.29 1.14779e-05 258.567 200646 370.364
20.3 1.1469e-05 258.933 200468 370.27
20.31 1.14601e-05 259.299 200289 370.175
20.32 1.14512e-05 259.667 200109 370.08
20.33 1.14423e-05 260.036 199929 369.985
